,期別,統計值,樣本數,授信餘額(千元),授信額度(千元),鑑估值(千元),核貸成數(％)-算術平均數,核貸成數(%)-中位數,核貸成數(%)-加權平均,貸款利率(％),建物面積(平方公尺),鑑估成數(％),age_group,date_fmt,cnt,cnt_subsum,cnt_percentage,limit,limit_subsum,limit_percentage,median_age,cnt_m_age,barcolor
49,2021Q1,平均數,35.00000,12305.74286,13130.51429,23030.74286,57.18857,58.65000,57.01290,1.57057,170.86000,94.30429,75_80,2021-01-01,35.0,42095.0,0.0008314526665874807,13130.51429,109977.05627,0.11939321468801485,77.5,2712.5,"rgb(208, 210, 218)"
50,2021Q2,平均數,23.00000,13198.21739,13505.60870,20332.43478,61.61783,65.00000,66.42390,1.52696,180.07739,100.00889,75_80,2021-04-01,23.0,48367.0,0.00047553083714102593,13505.6087,115360.63821,0.11707293674480791,77.5,1782.5,"rgb(208, 210, 218)"
51,2021Q3,平均數,19.00000,12687.15789,13836.84211,26215.68421,52.30632,49.27000,52.78070,1.57000,175.77158,99.95833,75_80,2021-07-01,19.0,41890.0,0.000453568870852232,13836.84211,112573.13015,0.12291425219821872,77.5,1472.5,"rgb(208, 210, 218)"
52,2021Q4,平均數,27.00000,11472.07407,12469.96296,20282.59259,65.83407,68.47000,61.48110,1.69000,176.69222,96.21769,75_80,2021-10-01,27.0,52532.0,0.0005139724358486255,12469.96296,115161.46104000001,0.10828243100935218,77.5,2092.5,"rgb(208, 210, 218)"
53,2022Q1,平均數,33.00000,12698.63636,15002.87879,23163.72727,64.11333,67.86000,64.76880,1.69875,158.49970,100.09444,75_80,2022-01-01,33.0,47668.0,0.000692288327599228,15002.87879,119336.6474,0.12571895655583837,77.5,2557.5,"rgb(208, 210, 218)"
54,2022Q2,平均數,22.00000,14228.09091,15951.81818,25186.95455,61.96682,63.23000,63.33360,1.82318,184.47591,96.50667,75_80,2022-04-01,22.0,46596.0,0.00047214353163361664,15951.81818,121649.28679,0.1311295659919257,77.5,1705.0,"rgb(208, 210, 218)"
55,2022Q3,平均數,27.00000,10676.18519,11334.07407,18100.29630,64.12259,74.56000,62.61810,1.90852,154.66222,97.99133,75_80,2022-07-01,27.0,45011.0,0.0005998533691764235,11334.07407,114797.42741,0.09873108070201135,77.5,2092.5,"rgb(208, 210, 218)"
56,2022Q4,平均數,18.00000,12355.16667,12566.05556,21032.83333,62.29389,62.03000,59.74490,2.22833,196.35222,93.87200,75_80,2022-10-01,18.0,43895.0,0.0004100694839958993,12566.05556,116127.6064,0.10820902927006339,77.5,1395.0,"rgb(208, 210, 218)"
57,2023Q1,平均數,21.00000,14816.09524,15667.14286,28218.90476,57.06905,56.88000,55.52000,2.08286,181.61429,101.17417,75_80,2023-01-01,21.0,39473.0,0.0005320092214931725,15667.14286,122132.77815,0.12827959125565835,77.5,1627.5,"rgb(208, 210, 218)"
1,2009Q1,平均數,2767.0,4624.85399,4950.63462,7402.71377,69.71109,70.37,66.8759,1.96605,147.13971,93.90615,50_55,2009-01-01,2767.0,28816.0,0.09602304275402554,4950.63462,55740.85857,0.08881518417558885,52.5,145267.5,"rgb(208, 210, 213)"
2,2009Q2,平均數,3673.0,5080.44323,5322.65723,8023.49932,68.07354,70.0,66.3383,1.78867,158.134,93.04984,50_55,2009-04-01,3673.0,40034.0,0.09174701503721837,5322.65723,57426.99555,0.09268562945045103,52.5,192832.5,"rgb(208, 210, 213)"
3,2009Q3,平均數,3713.0,5891.50795,6131.81093,8911.24535,69.31371,72.67,68.8098,1.76873,158.52821,93.19583,50_55,2009-07-01,3713.0,42993.0,0.08636289628544182,6131.81093,63309.84756,0.09685398348477715,52.5,194932.5,"rgb(208, 210, 213)"
4,2009Q4,平均數,3482.0,5741.23234,6072.90207,8654.24584,70.67521,74.29,70.1725,1.83974,159.25516,93.77413,50_55,2009-10-01,3482.0,38975.0,0.08933932007697241,6072.90207,69193.52551,0.08776691208084679,52.5,182805.0,"rgb(208, 210, 213)"
5,2010Q1,平均數,3473.0,6077.52577,6399.8042,9106.48891,71.40801,74.51,70.2774,1.84062,159.82028,93.01468,50_55,2010-01-01,3473.0,34565.0,0.10047736149283958,6399.8042,71195.47439,0.08989060407045908,52.5,182332.5,"rgb(208, 210, 213)"
6,2010Q2,平均數,3892.0,6092.65725,6455.25617,9462.12975,69.61263,72.25,68.222,1.80406,164.05684,93.62465,50_55,2010-04-01,3892.0,40567.0,0.09594004979416768,6455.25617,73913.46928,0.08733531564519195,52.5,204330.0,"rgb(208, 210, 213)"
7,2010Q3,平均數,3331.0,5833.08136,6215.93485,9193.38547,68.51585,70.0,67.6131,1.89805,163.48875,92.68095,50_55,2010-07-01,3331.0,38709.0,0.0860523392492702,6215.93485,75558.70212,0.08226629991775194,52.5,174877.5,"rgb(208, 210, 213)"
8,2010Q4,平均數,4036.0,6168.01214,6564.24158,9765.01833,68.26415,70.0,67.222,1.94393,164.45444,92.8967,50_55,2010-10-01,4036.0,44185.0,0.0913432160235374,6564.24158,80276.97611,0.08176991583496256,52.5,211890.0,"rgb(208, 210, 213)"
9,2011Q1,平均數,3869.0,7009.03127,7409.72344,10940.6976,68.92327,71.19,67.7262,1.97972,168.7665,92.74881,50_55,2011-01-01,3869.0,41225.0,0.09385081867798666,7409.72344,83014.20184,0.08925850367484543,52.5,203122.5,"rgb(208, 210, 213)"
10,2011Q2,平均數,3509.0,6776.3548,7186.43403,10845.74922,67.46081,69.93,66.2603,2.00713,168.70111,93.71482,50_55,2011-04-01,3509.0,41783.0,0.08398152358614748,7186.43403,83379.73135,0.08618922025346631,52.5,184222.5,"rgb(208, 210, 213)"
11,2011Q3,平均數,3392.0,6516.60554,7067.57636,10740.23496,67.39466,69.87,65.8046,2.09681,169.94712,94.32832,50_55,2011-07-01,3392.0,41320.0,0.08209099709583736,7067.57636,78362.84364,0.09019040187551824,52.5,178080.0,"rgb(208, 210, 213)"
12,2011Q4,平均數,3019.0,6423.02584,6801.84001,10425.80987,66.38939,69.62,65.2403,2.13835,158.67624,93.19657,50_55,2011-10-01,3019.0,37031.0,0.08152628878507197,6801.84001,81015.8085,0.08395694785913295,52.5,158497.5,"rgb(208, 210, 213)"
13,2012Q1,平均數,2689.0,6645.65638,7106.94794,10770.15731,66.86451,69.76,65.9874,2.12936,168.27287,94.42809,50_55,2012-01-01,2689.0,32063.0,0.08386613853974986,7106.94794,73420.03717,0.09679847918823929,52.5,141172.5,"rgb(208, 210, 213)"
14,2012Q2,平均數,3571.0,7202.23327,7651.63848,11507.62083,67.55349,70.0,66.4919,2.08346,167.80106,94.1245,50_55,2012-04-01,3571.0,42237.0,0.08454672443592111,7651.63848,91849.98095,0.08330582544339657,52.5,187477.5,"rgb(208, 210, 213)"
15,2012Q3,平均數,3377.0,7294.29405,7633.73438,11718.93693,66.69703,69.8,65.1401,2.08469,169.32053,95.10746,50_55,2012-07-01,3377.0,39623.0,0.0852282765060697,7633.73438,86593.39309,0.08815608336384223,52.5,177292.5,"rgb(208, 210, 213)"
16,2012Q4,平均數,3516.0,7391.8979,7772.38823,11971.75085,66.57741,69.485,64.9227,2.11632,172.82954,95.69283,50_55,2012-10-01,3516.0,41826.0,0.08406254482857553,7772.38823,94771.26042,0.08201208040871173,52.5,184590.0,"rgb(208, 210, 213)"
17,2013Q1,平均數,3426.0,7497.83363,7805.73672,11958.6404,66.81294,69.565,65.2727,2.11922,168.52958,94.65548,50_55,2013-01-01,3426.0,41191.0,0.08317350877618897,7805.73672,98314.87018,0.07939528075161824,52.5,179865.0,"rgb(208, 210, 213)"
18,2013Q2,平均數,4247.0,7812.72969,8138.71368,12389.18366,66.8977,69.79,65.692,2.11045,174.30328,95.56873,50_55,2013-04-01,4247.0,48581.0,0.08742100821308742,8138.71368,94539.83021,0.0860876697358308,52.5,222967.5,"rgb(208, 210, 213)"
19,2013Q3,平均數,4047.0,7539.16679,7882.12157,12017.99061,67.10842,69.89,65.586,2.13308,167.75166,94.86645,50_55,2013-07-01,4047.0,46463.0,0.08710156468587908,7882.12157,99618.64072,0.07912295844463918,52.5,212467.5,"rgb(208, 210, 213)"
20,2013Q4,平均數,3704.0,8104.402,8452.92252,12913.33315,66.62793,69.77,65.4588,2.12482,171.63836,95.38545,50_55,2013-10-01,3704.0,45018.0,0.08227819983117864,8452.92252,93227.94774999999,0.0906694046582185,52.5,194460.0,"rgb(208, 210, 213)"
21,2014Q1,平均數,3399.0,7741.90821,8123.37305,12426.53251,66.51303,69.65,65.3711,2.12651,174.52173,95.93378,50_55,2014-01-01,3399.0,38671.0,0.08789532207597424,8123.37305,99646.8981,0.08152158476471431,52.5,178447.5,"rgb(208, 210, 213)"
22,2014Q2,平均數,3946.0,7885.33477,8232.3961,12701.42803,66.39953,69.59,64.8147,2.12026,172.54103,96.02111,50_55,2014-04-01,3946.0,45094.0,0.087506098372289,8232.3961,101593.88944,0.0810323942254612,52.5,207165.0,"rgb(208, 210, 213)"
23,2014Q3,平均數,3369.0,8030.87533,8451.29207,13097.52775,65.86576,69.37,64.5258,2.14062,170.68108,96.30901,50_55,2014-07-01,3369.0,40321.0,0.08355447533543314,8451.29207,100864.80354,0.08378831637389218,52.5,176872.5,"rgb(208, 210, 213)"
24,2014Q4,平均數,3558.0,7617.42496,7933.67482,12339.45391,65.71594,69.2,64.2951,2.146,164.68444,96.53847,50_55,2014-10-01,3558.0,41774.0,0.08517259539426437,7933.67482,95832.85805000001,0.08278658261303937,52.5,186795.0,"rgb(208, 210, 213)"
25,2015Q1,平均數,3053.0,7762.53456,8054.73796,12508.78546,66.01157,69.18,64.3926,2.17411,170.9154,96.43204,50_55,2015-01-01,3053.0,33864.0,0.09015473659343255,8054.73796,98665.37968,0.08163692255706932,52.5,160282.5,"rgb(208, 210, 213)"
26,2015Q2,平均數,3328.0,7299.2509,7586.19832,11623.29387,66.57379,69.66,65.2671,2.18094,164.09188,96.26107,50_55,2015-04-01,3328.0,35852.0,0.09282606270222024,7586.19832,94445.79372,0.08032330526535174,52.5,174720.0,"rgb(208, 210, 213)"
27,2015Q3,平均數,2892.0,7912.31086,8275.51936,12744.34959,66.48402,69.7,64.9348,2.19937,172.74864,96.22517,50_55,2015-07-01,2892.0,33011.0,0.08760716124928054,8275.51936,96141.39017,0.08607655189265505,52.5,151830.0,"rgb(208, 210, 213)"
28,2015Q4,平均數,3452.0,8721.88413,9063.15324,14069.70481,66.28522,69.47,64.416,2.13898,175.78693,97.18922,50_55,2015-10-01,3452.0,38086.0,0.09063697946752088,9063.15324,105528.38643,0.08588355746358207,52.5,181230.0,"rgb(208, 210, 213)"
29,2016Q1,平均數,2432.0,7925.85156,8333.66859,12835.91571,65.83894,69.085,64.9246,2.11232,170.75235,95.79212,50_55,2016-01-01,2432.0,25621.0,0.09492213418679989,8333.66859,99531.99885999999,0.08372853640488015,52.5,127680.0,"rgb(208, 210, 213)"
30,2016Q2,平均數,3343.0,8139.80646,8435.52887,12698.3799,67.48623,69.95,66.4299,1.99432,169.44831,96.55205,50_55,2016-04-01,3343.0,34763.0,0.09616546327992406,8435.52887,98440.08973,0.08569200711962821,52.5,175507.5,"rgb(208, 210, 213)"
31,2016Q3,平均數,3275.0,8332.4229,8720.83115,13177.45679,67.2228,69.94,66.1799,1.93758,170.91318,96.86373,50_55,2016-07-01,3275.0,34418.0,0.0951536986460573,8720.83115,99915.55997,0.08728201245750372,52.5,171937.5,"rgb(208, 210, 213)"
32,2016Q4,平均數,3487.0,8319.43619,8648.5337,12852.31833,67.81734,70.0,67.2916,1.90495,169.79632,96.42845,50_55,2016-10-01,3487.0,37573.0,0.09280600431160674,8648.5337,107113.4935,0.08074177601162827,52.5,183067.5,"rgb(208, 210, 213)"
33,2017Q1,平均數,3279.0,8292.14761,8643.28027,12941.13083,67.91042,70.0,66.7892,1.88822,168.28152,96.13943,50_55,2017-01-01,3279.0,32531.0,0.10079616365927885,8643.28027,97135.23285,0.08898192773519459,52.5,172147.5,"rgb(208, 210, 213)"
34,2017Q2,平均數,3471.0,8106.44483,8391.84759,12485.79602,68.23901,70.14,67.2111,1.88731,168.65783,96.74474,50_55,2017-04-01,3471.0,35788.0,0.09698781714541187,8391.84759,96391.69052999999,0.0870598652628486,52.5,182227.5,"rgb(208, 210, 213)"
35,2017Q3,平均數,3589.0,8104.91195,8422.26052,12519.22318,68.24349,70.01,67.2746,1.88038,165.68466,96.50273,50_55,2017-07-01,3589.0,36659.0,0.09790228866035626,8422.26052,96140.17649,0.08760396358203107,52.5,188422.5,"rgb(208, 210, 213)"
36,2017Q4,平均數,3288.0,8388.18917,8717.78832,12905.22111,68.19981,70.14,67.5524,1.85543,166.04642,96.31438,50_55,2017-10-01,3288.0,34346.0,0.09573167181040004,8717.78832,97003.98628,0.08987041310690351,52.5,172620.0,"rgb(208, 210, 213)"
37,2018Q1,平均數,3379.0,8226.27553,8566.91122,12689.4815,68.64353,70.13,67.5119,1.84312,170.57613,96.62916,50_55,2018-01-01,3379.0,33123.0,0.1020137064879389,8566.91122,98868.27514,0.08664974894999468,52.5,177397.5,"rgb(208, 210, 213)"
38,2018Q2,平均數,3570.0,8236.55266,8506.37031,12494.57647,68.53308,70.4,68.0805,1.83282,171.51054,96.65169,50_55,2018-04-01,3570.0,34062.0,0.10480887792848335,8506.37031,119683.59582,0.07107381969700582,52.5,187425.0,"rgb(208, 210, 213)"
39,2018Q3,平均數,3493.0,8493.31492,8710.98139,12930.7767,68.04462,70.0,67.3662,1.81875,165.86085,97.17246,50_55,2018-07-01,3493.0,34599.0,0.1009566750484118,8710.98139,98815.31523000001,0.08815416284130191,52.5,183382.5,"rgb(208, 210, 213)"
40,2018Q4,平均數,3380.0,8513.82189,8785.58136,12936.53284,68.91004,70.805,67.9129,1.81484,162.87435,96.56485,50_55,2018-10-01,3380.0,35427.0,0.09540745758884467,8785.58136,98406.33862,0.08927861236587485,52.5,177450.0,"rgb(208, 210, 213)"
41,2019Q1,平均數,3193.0,7978.79361,8220.772,11972.49045,68.79277,71.13,68.6638,1.79973,160.19902,96.65435,50_55,2019-01-01,3193.0,32343.0,0.0987230621772872,8220.772,100062.88682,0.08215605466978072,52.5,167632.5,"rgb(208, 210, 213)"
42,2019Q2,平均數,3701.0,8152.91624,8353.49068,12089.9184,69.29568,72.26,69.0946,1.78165,159.26625,96.9279,50_55,2019-04-01,3701.0,38686.0,0.09566768339967947,8353.49068,98957.92284,0.08441457177214938,52.5,194302.5,"rgb(208, 210, 213)"
43,2019Q3,平均數,3701.0,8200.90678,8526.78979,12271.99784,69.55952,73.14,69.4816,1.78153,159.52089,96.69152,50_55,2019-07-01,3701.0,37896.0,0.09766202237703188,8526.78979,103983.36187,0.0820014821280754,52.5,194302.5,"rgb(208, 210, 213)"
44,2019Q4,平均數,3926.0,8641.63525,8903.14722,13060.61615,69.34741,73.16,68.1678,1.77029,161.56779,97.20019,50_55,2019-10-01,3926.0,41702.0,0.09414416574744616,8903.14722,110004.04673,0.08093472453656524,52.5,206115.0,"rgb(208, 210, 213)"
45,2020Q1,平均數,3832.0,8653.78079,9060.05819,13193.81811,69.2979,72.98,68.6689,1.75136,161.29927,97.2889,50_55,2020-01-01,3832.0,37671.0,0.1017228106501022,9060.05819,109854.39067000001,0.08247333706684697,52.5,201180.0,"rgb(208, 210, 213)"
46,2020Q2,平均數,3971.0,8768.89801,9033.21556,13055.84916,69.5123,74.0,69.189,1.54757,161.93888,97.51298,50_55,2020-04-01,3971.0,40002.0,0.09927003649817509,9033.21556,106661.20556,0.08469073186050345,52.5,208477.5,"rgb(208, 210, 213)"
47,2020Q3,平均數,4654.0,9213.49119,9406.34293,13400.97078,70.66285,74.95,70.1915,1.49931,164.28509,97.18845,50_55,2020-07-01,4654.0,47262.0,0.0984723456476662,9406.34293,115402.99893,0.08150865243723525,52.5,244335.0,"rgb(208, 210, 213)"
48,2020Q4,平均數,4535.0,9183.81036,9407.17574,13355.75524,70.92368,74.96,70.4353,1.49612,161.45808,97.40647,50_55,2020-10-01,4535.0,49236.0,0.09210740108863433,9407.17574,111957.1148,0.08402481393705942,52.5,238087.5,"rgb(208, 210, 213)"
49,2021Q1,平均數,4219.0,8815.00711,9085.42309,13098.95591,69.86085,74.31,69.3599,1.5136,159.89441,97.29379,50_55,2021-01-01,4219.0,42095.0,0.10022568000950231,9085.42309,109977.05627,0.08261198651921328,52.5,221497.5,"rgb(208, 210, 213)"
50,2021Q2,平均數,4585.0,8890.95027,9095.70447,12937.99607,70.92735,75.0,70.3022,1.49949,159.9848,96.5822,50_55,2021-04-01,4585.0,48367.0,0.09479603862137408,9095.70447,115360.63821,0.07884582307391866,52.5,240712.5,"rgb(208, 210, 213)"
51,2021Q3,平均數,4031.0,8905.78392,9152.95659,13127.48301,70.5778,74.95,69.7236,1.49539,163.97834,97.25465,50_55,2021-07-01,4031.0,41890.0,0.09622821675817618,9152.95659,112573.13015,0.08130676101662969,52.5,211627.5,"rgb(208, 210, 213)"
52,2021Q4,平均數,4549.0,9269.08112,9479.592,13450.22554,71.41083,76.09,70.479,1.49308,158.59279,97.17719,50_55,2021-10-01,4549.0,52532.0,0.08659483743242215,9479.592,115161.46104000001,0.08231566284755082,52.5,238822.5,"rgb(208, 210, 213)"
53,2022Q1,平均數,4451.0,9130.16985,9401.66614,13433.09099,70.47151,75.0,69.9888,1.49817,154.90461,97.08862,50_55,2022-01-01,4451.0,47668.0,0.09337501048921708,9401.66614,119336.6474,0.07878272387263327,52.5,233677.5,"rgb(208, 210, 213)"
54,2022Q2,平均數,4152.0,9316.60621,9570.47905,13631.91883,71.17062,75.945,70.2063,1.741,151.85145,97.19869,50_55,2022-04-01,4152.0,46596.0,0.08910636106103528,9570.47905,121649.28679,0.07867270990680997,52.5,217980.0,"rgb(208, 210, 213)"
55,2022Q3,平均數,3969.0,9324.91131,9637.36029,13808.59184,70.4696,75.0,69.7924,1.90151,155.74189,97.59278,50_55,2022-07-01,3969.0,45011.0,0.08817844526893426,9637.36029,114797.42741,0.08395101273114845,52.5,208372.5,"rgb(208, 210, 213)"
56,2022Q4,平均數,3851.0,9410.69307,9734.66372,13959.82991,70.36032,74.99,69.7333,2.02736,155.54326,98.51961,50_55,2022-10-01,3851.0,43895.0,0.08773208793712269,9734.66372,116127.6064,0.08382730017244203,52.5,202177.5,"rgb(208, 210, 213)"
57,2023Q1,平均數,3788.0,9709.44773,10045.95908,14411.58791,70.13264,74.92,69.7075,2.12412,153.52015,98.71954,50_55,2023-01-01,3788.0,39473.0,0.0959643300483875,10045.95908,122132.77815,0.08225440567365003,52.5,198870.0,"rgb(208, 210, 213)"
1,2009Q1,平均數,562.0,4784.90925,5082.94306,7903.19395,68.24822,69.855,64.315,2.07015,149.89123,94.52585,60_65,2009-01-01,562.0,28816.0,0.01950305385896724,5082.94306,55740.85857,0.09118881894538425,62.5,35125.0,"rgb(208, 210, 215)"
2,2009Q2,平均數,624.0,4920.08654,5313.22115,8038.43269,66.92123,69.385,66.0977,1.90575,154.31785,93.01319,60_65,2009-04-01,624.0,40034.0,0.015586751261427787,5313.22115,57426.99555,0.09252131509080837,62.5,39000.0,"rgb(208, 210, 215)"
3,2009Q3,平均數,652.0,5692.33896,6103.90031,9145.86963,67.1296,69.755,66.7394,1.82008,155.40845,93.02038,60_65,2009-07-01,652.0,42993.0,0.015165259460842464,6103.90031,63309.84756,0.09641312600247871,62.5,40750.0,"rgb(208, 210, 215)"
4,2009Q4,平均數,638.0,6808.4953,7235.58307,10706.24138,68.30571,70.36,67.5828,1.86025,170.94793,94.62135,60_65,2009-10-01,638.0,38975.0,0.016369467607440666,7235.58307,69193.52551,0.10457023278795495,62.5,39875.0,"rgb(208, 210, 215)"
5,2010Q1,平均數,742.0,6458.85714,7053.47035,10356.64555,69.23302,72.395,68.1057,1.87146,162.94747,93.16957,60_65,2010-01-01,742.0,34565.0,0.021466801677997974,7053.47035,71195.47439,0.09907189200484796,62.5,46375.0,"rgb(208, 210, 215)"
6,2010Q2,平均數,811.0,6466.18619,7054.64242,10589.41924,67.53945,70.87,66.6197,1.80112,160.34769,94.2918,60_65,2010-04-01,811.0,40567.0,0.019991618803460943,7054.64242,73913.46928,0.09544461231112705,62.5,50687.5,"rgb(208, 210, 215)"
7,2010Q3,平均數,686.0,6505.58746,7135.37172,10936.61516,66.1814,69.49,65.2429,1.87992,174.07061,92.34132,60_65,2010-07-01,686.0,38709.0,0.01772197680126069,7135.37172,75558.70212,0.09443481054859601,62.5,42875.0,"rgb(208, 210, 215)"
8,2010Q4,平均數,823.0,7066.5322,7607.42649,11516.97448,66.73292,69.83,66.054,1.94102,165.25079,94.43296,60_65,2010-10-01,823.0,44185.0,0.018626230621251554,7607.42649,80276.97611,0.09476473652390542,62.5,51437.5,"rgb(208, 210, 215)"
9,2011Q1,平均數,883.0,7829.02265,8359.70895,12876.58324,67.12385,69.72,64.9217,1.98126,168.57951,93.42358,60_65,2011-01-01,883.0,41225.0,0.021419041843541542,8359.70895,83014.20184,0.10070215414601402,62.5,55187.5,"rgb(208, 210, 215)"
10,2011Q2,平均數,863.0,7720.19235,8154.84473,12635.45886,64.7493,66.67,64.5393,2.02575,162.0732,94.66229,60_65,2011-04-01,863.0,41783.0,0.020654333101979273,8154.84473,83379.73135,0.09780368199759137,62.5,53937.5,"rgb(208, 210, 215)"
11,2011Q3,平均數,802.0,7346.4601,7837.96135,12190.58479,65.1717,68.61,64.2952,2.09999,154.71772,94.11224,60_65,2011-07-01,802.0,41320.0,0.01940948693126815,7837.96135,78362.84364,0.10002140026984858,62.5,50125.0,"rgb(208, 210, 215)"
12,2011Q4,平均數,710.0,5871.40704,6385.77887,10246.33803,62.8037,64.525,62.3225,2.19102,156.22868,93.13423,60_65,2011-10-01,710.0,37031.0,0.019173125219410763,6385.77887,81015.8085,0.07882139286433215,62.5,44375.0,"rgb(208, 210, 215)"
13,2012Q1,平均數,776.0,6955.91624,7563.4884,12174.00902,63.39177,65.79,62.1281,2.17626,166.39317,93.43166,60_65,2012-01-01,776.0,32063.0,0.02420235162024764,7563.4884,73420.03717,0.10301667898215804,62.5,48500.0,"rgb(208, 210, 215)"
14,2012Q2,平均數,882.0,7900.80726,8431.52608,13100.06689,64.97618,68.09,64.3624,2.11118,168.12166,93.59497,60_65,2012-04-01,882.0,42237.0,0.020882164926486257,8431.52608,91849.98095,0.09179671016578474,62.5,55125.0,"rgb(208, 210, 215)"
15,2012Q3,平均數,846.0,7882.08747,8400.33097,13149.67967,64.28427,67.53,63.8824,2.0787,176.50468,96.38548,60_65,2012-07-01,846.0,39623.0,0.021351235393584533,8400.33097,86593.39309,0.09700891338521865,62.5,52875.0,"rgb(208, 210, 215)"
16,2012Q4,平均數,878.0,8365.1344,8855.6139,14476.52847,63.61967,64.505,61.1722,2.15823,167.43956,96.59002,60_65,2012-10-01,878.0,41826.0,0.020991727633529383,8855.6139,94771.26042,0.09344197661563611,62.5,54875.0,"rgb(208, 210, 215)"
17,2013Q1,平均數,980.0,8378.3,8823.71531,14272.47653,64.43507,67.395,61.8232,2.1489,168.68252,95.52115,60_65,2013-01-01,980.0,41191.0,0.023791604962249035,8823.71531,98314.87018,0.08974954952231622,62.5,61250.0,"rgb(208, 210, 215)"
18,2013Q2,平均數,1155.0,8875.22511,9238.3039,14596.65281,64.0586,66.84,63.2905,2.14452,178.1056,95.17238,60_65,2013-04-01,1155.0,48581.0,0.023774726745023775,9238.3039,94539.83021,0.09771864281413543,62.5,72187.5,"rgb(208, 210, 215)"
19,2013Q3,平均數,1132.0,7551.49735,7865.95848,12526.45318,63.65994,65.845,62.7947,2.16494,158.96927,95.15021,60_65,2013-07-01,1132.0,46463.0,0.02436347200998644,7865.95848,99618.64072,0.07896070879052645,62.5,70750.0,"rgb(208, 210, 215)"
20,2013Q4,平均數,1139.0,8228.91572,8619.85162,13843.80246,63.84265,66.27,62.265,2.17747,168.3775,94.93747,60_65,2013-10-01,1139.0,45018.0,0.02530099071482518,8619.85162,93227.94774999999,0.09245995249316212,62.5,71187.5,"rgb(208, 210, 215)"
21,2014Q1,平均數,1081.0,8281.59297,8738.26087,13736.73358,64.28976,67.44,63.6123,2.16137,176.9937,95.31646,60_65,2014-01-01,1081.0,38671.0,0.0279537638023325,8738.26087,99646.8981,0.08769225170692994,62.5,67562.5,"rgb(208, 210, 215)"
22,2014Q2,平均數,1120.0,8574.7375,8965.89732,14276.76161,64.21118,68.03,62.8006,2.14264,175.48094,96.23706,60_65,2014-04-01,1120.0,45094.0,0.024837007140639553,8965.89732,101593.88944,0.08825232865304503,62.5,70000.0,"rgb(208, 210, 215)"
23,2014Q3,平均數,1017.0,8986.7001,9426.74336,15127.61554,63.48696,65.98,62.3147,2.18468,180.0493,96.91713,60_65,2014-07-01,1017.0,40321.0,0.02522258872547804,9426.74336,100864.80354,0.09345919517169964,62.5,63562.5,"rgb(208, 210, 215)"
24,2014Q4,平均數,937.0,8277.28282,8814.27641,14139.7556,63.18003,65.48,62.3368,2.16174,167.0376,96.12805,60_65,2014-10-01,937.0,41774.0,0.02243021975391392,8814.27641,95832.85805000001,0.09197551434186825,62.5,58562.5,"rgb(208, 210, 215)"
25,2015Q1,平均數,989.0,9358.6815,9866.05966,16024.02932,64.22229,66.8,61.5704,2.23031,172.62979,96.0725,60_65,2015-01-01,989.0,33864.0,0.029205055516182375,9866.05966,98665.37968,0.0999951522205504,62.5,61812.5,"rgb(208, 210, 215)"
26,2015Q2,平均數,946.0,8385.67336,8856.93552,14634.96829,62.99868,64.995,60.5189,2.25607,169.48644,95.31107,60_65,2015-04-01,946.0,35852.0,0.02638625460225371,8856.93552,94445.79372,0.09377797751647717,62.5,59125.0,"rgb(208, 210, 215)"
27,2015Q3,平均數,840.0,8742.1619,9455.52738,15631.1381,62.52771,65.98,60.4916,2.25781,181.56135,98.06159,60_65,2015-07-01,840.0,33011.0,0.025446063433400987,9455.52738,96141.39017,0.09835022525969785,62.5,52500.0,"rgb(208, 210, 215)"
28,2015Q4,平均數,1069.0,9352.71656,9762.28718,15697.38167,63.61734,66.58,62.1905,2.17601,177.86725,97.18406,60_65,2015-10-01,1069.0,38086.0,0.028068056503702147,9762.28718,105528.38643,0.09250863687255945,62.5,66812.5,"rgb(208, 210, 215)"
29,2016Q1,平均數,852.0,9016.93779,9532.73709,14851.51174,63.91506,65.93,64.1869,2.16572,181.54567,95.04069,60_65,2016-01-01,852.0,25621.0,0.03325397135162562,9532.73709,99531.99885999999,0.09577560180830474,62.5,53250.0,"rgb(208, 210, 215)"
30,2016Q2,平均數,1022.0,8778.06262,9319.76223,14751.93444,64.11697,67.205,63.1765,2.03683,181.67503,96.82903,60_65,2016-04-01,1022.0,34763.0,0.029399073727814057,9319.76223,98440.08973,0.09467445890756605,62.5,63875.0,"rgb(208, 210, 215)"
31,2016Q3,平均數,958.0,9272.238,10059.25992,15998.63883,63.81792,67.39,62.8757,2.00806,184.64411,95.9658,60_65,2016-07-01,958.0,34418.0,0.027834272764251263,10059.25992,99915.55997,0.1006776114052739,62.5,59875.0,"rgb(208, 210, 215)"
32,2016Q4,平均數,1012.0,8849.61561,9207.0998,14295.84585,64.79633,68.68,64.404,1.943,165.63674,95.97324,60_65,2016-10-01,1012.0,37573.0,0.026934234689803847,9207.0998,107113.4935,0.08595648875928036,62.5,63250.0,"rgb(208, 210, 215)"
33,2017Q1,平均數,1075.0,8813.97581,9316.27163,14565.43535,64.93554,68.75,63.9615,1.93061,164.51844,96.02584,60_65,2017-01-01,1075.0,32531.0,0.03304540284651563,9316.27163,97135.23285,0.09591032374819698,62.5,67187.5,"rgb(208, 210, 215)"
