期別,統計值,樣本數,授信餘額(千元),授信額度(千元),鑑估值(千元),核貸成數(％)-算術平均數,核貸成數(%)-中位數,核貸成數(%)-加權平均,貸款利率(％),建物面積(平方公尺),鑑估成數(％),age_group,age_group_name,date_fmt,cnt,cnt_subsum,cnt_percentage,limit,limit_subsum,limit_percentage,min_age,median_age,max_age,cnt_l_age,cnt_m_age,cnt_u_age,barcolor
2023Q1,平均數,2341.0,9859.41307,10229.5707,15357.42631,68.17161,72.46,66.6099,2.15305,162.55785,98.63279,55_60,55~60歲,2023-01-01,2341.0,39473.0,0.05930636131026271,10229.5707,122132.77815,0.08375778275866559,55,57.5,60,128755.0,134607.5,140460.0,"rgb(208, 210, 214)"
2009Q1,平均數,53.0,5691.90566,5828.16981,9486.45283,69.81057,70.0,61.4367,2.14308,140.15245,96.19833,70_75,70~75歲,2009-01-01,53.0,28816.0,0.0018392559689061633,5828.16981,55740.85857,0.10455830712906797,70,72.5,75,3710.0,3842.5,3975.0,"rgb(208, 210, 217)"
2009Q2,平均數,51.0,4700.58824,5554.21569,8723.35294,62.54314,64.64,63.6706,2.17118,168.5951,98.06091,70_75,70~75歲,2009-04-01,51.0,40034.0,0.0012739171704051555,5554.21569,57426.99555,0.09671785258492424,70,72.5,75,3570.0,3697.5,3825.0,"rgb(208, 210, 217)"
2009Q3,平均數,43.0,6764.25581,7034.65116,11820.81395,61.41977,61.9,59.5107,1.81333,159.38326,93.52042,70_75,70~75歲,2009-07-01,43.0,42993.0,0.0010001628172028004,7034.65116,63309.84756,0.11111464378954825,70,72.5,75,3010.0,3117.5,3225.0,"rgb(208, 210, 217)"
2009Q4,平均數,39.0,8596.92308,8866.15385,14533.23077,65.08179,65.79,61.006,1.94132,168.15769,96.88783,70_75,70~75歲,2009-10-01,39.0,38975.0,0.0010006414368184734,8866.15385,69193.52551,0.12813559917132195,70,72.5,75,2730.0,2827.5,2925.0,"rgb(208, 210, 217)"
2010Q1,平均數,56.0,7506.44643,7923.92857,12066.53571,67.9325,69.475,65.6686,1.84518,190.98929,98.132,70_75,70~75歲,2010-01-01,56.0,34565.0,0.0016201359756979603,7923.92857,71195.47439,0.11129820593081098,70,72.5,75,3920.0,4060.0,4200.0,"rgb(208, 210, 217)"
2010Q2,平均數,48.0,8750.58333,9029.0625,13891.97917,65.75813,69.765,64.9947,1.78468,199.05583,95.81939,70_75,70~75歲,2010-04-01,48.0,40567.0,0.0011832277466906598,9029.0625,73913.46928,0.12215720068281442,70,72.5,75,3360.0,3480.0,3600.0,"rgb(208, 210, 217)"
2010Q3,平均數,55.0,7135.54545,7288.92727,11485.29091,59.49582,58.55,63.4631,2.06611,154.82109,96.56619,70_75,70~75歲,2010-07-01,55.0,38709.0,0.0014208581983518045,7288.92727,75558.70212,0.09646707878099799,70,72.5,75,3850.0,3987.5,4125.0,"rgb(208, 210, 217)"
2010Q4,平均數,49.0,7580.2449,8685.71429,13585.67347,64.76082,69.86,63.9328,1.97367,171.36673,94.66048,70_75,70~75歲,2010-10-01,49.0,44185.0,0.0011089736335860587,8685.71429,80276.97611,0.10819682941343416,70,72.5,75,3430.0,3552.5,3675.0,"rgb(208, 210, 217)"
2011Q1,平均數,92.0,8228.82609,8696.84783,14944.95652,62.74293,66.2,58.1925,2.00261,162.56467,93.5766,70_75,70~75歲,2011-01-01,92.0,41225.0,0.002231655548817465,8696.84783,83014.20184,0.10476337346183417,70,72.5,75,6440.0,6670.0,6900.0,"rgb(208, 210, 217)"
2011Q2,平均數,59.0,7310.72881,7965.32203,13531.59322,60.47051,59.91,58.8646,2.18138,168.98119,93.43667,70_75,70~75歲,2011-04-01,59.0,41783.0,0.0014120575353612714,7965.32203,83379.73135,0.09553067515370449,70,72.5,75,4130.0,4277.5,4425.0,"rgb(208, 210, 217)"
2011Q3,平均數,65.0,7941.35385,8599.30769,13206.84615,59.50554,58.75,65.1124,2.23766,151.972,93.99957,70_75,70~75歲,2011-07-01,65.0,41320.0,0.0015730880929332044,8599.30769,78362.84364,0.10973705509597557,70,72.5,75,4550.0,4712.5,4875.0,"rgb(208, 210, 217)"
2011Q4,平均數,58.0,7707.0,8033.15517,12036.32759,63.73172,65.0,66.7409,2.13333,145.065,93.44467,70_75,70~75歲,2011-10-01,58.0,37031.0,0.0015662552996138371,8033.15517,81015.8085,0.09915540335563028,70,72.5,75,4060.0,4205.0,4350.0,"rgb(208, 210, 217)"
2012Q1,平均數,53.0,9634.73585,10913.79245,21550.26415,57.47547,56.82,50.6434,2.21098,185.11736,95.53,70_75,70~75歲,2012-01-01,53.0,32063.0,0.0016529956647849547,10913.79245,73420.03717,0.1486486914291493,70,72.5,75,3710.0,3842.5,3975.0,"rgb(208, 210, 217)"
2012Q2,平均數,58.0,9859.5,10162.24138,16948.48276,64.45414,66.62,59.9595,2.1219,164.62776,92.85474,70_75,70~75歲,2012-04-01,58.0,42237.0,0.0013732035892700712,10162.24138,91849.98095,0.11063955892959823,70,72.5,75,4060.0,4205.0,4350.0,"rgb(208, 210, 217)"
2012Q3,平均數,58.0,7700.7931,8472.41379,13449.63793,61.40603,60.825,62.9936,2.12431,161.67983,94.91935,70_75,70~75歲,2012-07-01,58.0,39623.0,0.0014637962799384195,8472.41379,86593.39309,0.097841342020104,70,72.5,75,4060.0,4205.0,4350.0,"rgb(208, 210, 217)"
2012Q4,平均數,71.0,10293.91549,10883.38028,17661.85915,61.18141,63.54,61.6208,2.17529,187.3662,95.03946,70_75,70~75歲,2012-10-01,71.0,41826.0,0.0016975087266293692,10883.38028,94771.26042,0.11483840387653249,70,72.5,75,4970.0,5147.5,5325.0,"rgb(208, 210, 217)"
2013Q1,平均數,69.0,13384.78261,14008.69565,22609.31884,65.70681,68.91,61.9598,2.2003,237.85304,92.82586,70_75,70~75歲,2013-01-01,69.0,41191.0,0.0016751232065256973,14008.69565,98314.87018,0.14248806537965364,70,72.5,75,4830.0,5002.5,5175.0,"rgb(208, 210, 217)"
2013Q2,平均數,75.0,10565.54667,11044.4,18726.13333,60.71387,64.15,58.9785,2.24795,197.02867,92.96649,70_75,70~75歲,2013-04-01,75.0,48581.0,0.0015438134250015437,11044.4,94539.83021,0.11682271879976121,70,72.5,75,5250.0,5437.5,5625.0,"rgb(208, 210, 217)"
2013Q3,平均數,75.0,8966.57333,10080.66667,15449.26667,63.204,65.21,65.2501,2.235,176.77933,94.81196,70_75,70~75歲,2013-07-01,75.0,46463.0,0.0016141876331704798,10080.66667,99618.64072,0.10119257397151123,70,72.5,75,5250.0,5437.5,5625.0,"rgb(208, 210, 217)"
2013Q4,平均數,93.0,8761.78495,9108.60215,14967.16129,59.6828,60.2,60.8572,2.24076,154.58839,96.84277,70_75,70~75歲,2013-10-01,93.0,45018.0,0.002065840330534453,9108.60215,93227.94774999999,0.09770248482167196,70,72.5,75,6510.0,6742.5,6975.0,"rgb(208, 210, 217)"
2014Q1,平均數,72.0,11085.18056,12164.58333,20630.58333,61.47681,60.095,58.9638,2.246,173.41417,100.86075,70_75,70~75歲,2014-01-01,72.0,38671.0,0.0018618603087585013,12164.58333,99646.8981,0.12207688911492569,70,72.5,75,5040.0,5220.0,5400.0,"rgb(208, 210, 217)"
2014Q2,平均數,87.0,11797.09195,12340.57471,21123.91954,62.18103,65.45,58.4199,2.17442,182.21161,93.2414,70_75,70~75歲,2014-04-01,87.0,45094.0,0.001929303233246108,12340.57471,101593.88944,0.12146965509464208,70,72.5,75,6090.0,6307.5,6525.0,"rgb(208, 210, 217)"
2014Q3,平均數,92.0,11867.57609,12422.73913,20431.55435,61.65087,60.0,60.8017,2.15418,199.22663,97.02345,70_75,70~75歲,2014-07-01,92.0,40321.0,0.0022816894422261354,12422.73913,100864.80354,0.12316227954653686,70,72.5,75,6440.0,6670.0,6900.0,"rgb(208, 210, 217)"
2014Q4,平均數,75.0,7899.8,8417.06667,14996.37333,60.1764,62.0,56.1273,2.26405,150.48213,96.24421,70_75,70~75歲,2014-10-01,75.0,41774.0,0.0017953751137070905,8417.06667,95832.85805000001,0.08783069649877774,70,72.5,75,5250.0,5437.5,5625.0,"rgb(208, 210, 217)"
2015Q1,平均數,85.0,9041.64706,9608.2,16573.01176,60.63129,60.38,57.9749,2.32165,159.04788,94.44178,70_75,70~75歲,2015-01-01,85.0,33864.0,0.0025100401606425703,9608.2,98665.37968,0.09738167563092685,70,72.5,75,5950.0,6162.5,6375.0,"rgb(208, 210, 217)"
2015Q2,平均數,78.0,7521.53846,8058.46154,13255.26923,61.91872,63.075,60.7944,2.36346,175.3509,93.34976,70_75,70~75歲,2015-04-01,78.0,35852.0,0.0021756108445832867,8058.46154,94445.79372,0.08532366792205301,70,72.5,75,5460.0,5655.0,5850.0,"rgb(208, 210, 217)"
2015Q3,平均數,77.0,9347.85714,10076.62338,17081.8961,60.10468,63.15,58.99,2.40338,183.12532,98.22244,70_75,70~75歲,2015-07-01,77.0,33011.0,0.0023325558147284237,10076.62338,96141.39017,0.1048104605329944,70,72.5,75,5390.0,5582.5,5775.0,"rgb(208, 210, 217)"
2015Q4,平均數,69.0,11670.7971,12175.7971,21548.42029,60.0542,61.29,56.5043,2.26246,200.74377,96.92184,70_75,70~75歲,2015-10-01,69.0,38086.0,0.001811689334663656,12175.7971,105528.38643,0.11537935442684472,70,72.5,75,4830.0,5002.5,5175.0,"rgb(208, 210, 217)"
2016Q1,平均數,59.0,9529.89831,10288.91525,16420.69492,62.5278,63.21,62.6582,2.30746,169.56627,95.74,70_75,70~75歲,2016-01-01,59.0,25621.0,0.002302798485617267,10288.91525,99531.99885999999,0.10337293903312654,70,72.5,75,4130.0,4277.5,4425.0,"rgb(208, 210, 217)"
2016Q2,平均數,88.0,8909.29545,9469.31818,15195.5,64.58909,67.97,62.3165,2.05279,170.54932,98.76049,70_75,70~75歲,2016-04-01,88.0,34763.0,0.002531427092023128,9469.31818,98440.08973,0.09619371747803464,70,72.5,75,6160.0,6380.0,6600.0,"rgb(208, 210, 217)"
2016Q3,平均數,86.0,9365.33721,9765.88372,14765.75581,64.62988,68.97,66.1387,2.10616,147.18244,99.22238,70_75,70~75歲,2016-07-01,86.0,34418.0,0.0024986925445987566,9765.88372,99915.55997,0.09774137004218603,70,72.5,75,6020.0,6235.0,6450.0,"rgb(208, 210, 217)"
2016Q4,平均數,90.0,12047.62222,12390.22222,20080.84444,61.55089,65.68,61.7016,1.9992,196.60889,96.02657,70_75,70~75歲,2016-10-01,90.0,37573.0,0.0023953370771564687,12390.22222,107113.4935,0.11567377568541352,70,72.5,75,6300.0,6525.0,6750.0,"rgb(208, 210, 217)"
2017Q1,平均數,68.0,9742.5,11239.26471,18093.77941,63.34382,66.685,62.1167,1.89667,173.45956,95.48194,70_75,70~75歲,2017-01-01,68.0,32531.0,0.002090313854477268,11239.26471,97135.23285,0.11570739452857552,70,72.5,75,4760.0,4930.0,5100.0,"rgb(208, 210, 217)"
2017Q2,平均數,74.0,12415.32432,13005.02703,20279.59459,63.14365,65.79,64.1286,2.06257,161.15351,95.327,70_75,70~75歲,2017-04-01,74.0,35788.0,0.0020677322007376774,13005.02703,96391.69052999999,0.13491854908336154,70,72.5,75,5180.0,5365.0,5550.0,"rgb(208, 210, 217)"
2017Q3,平均數,74.0,10723.51351,11297.77027,16718.44595,65.98351,68.325,67.5766,1.93324,180.11203,95.21458,70_75,70~75歲,2017-07-01,74.0,36659.0,0.0020186038899042526,11297.77027,96140.17649,0.11751351705886598,70,72.5,75,5180.0,5365.0,5550.0,"rgb(208, 210, 217)"
2017Q4,平均數,73.0,7967.56164,8835.20548,15581.61644,59.07932,60.12,56.7027,1.96822,164.1226,97.76765,70_75,70~75歲,2017-10-01,73.0,34346.0,0.0021254294532114366,8835.20548,97003.98628,0.09108084954877382,70,72.5,75,5110.0,5292.5,5475.0,"rgb(208, 210, 217)"
2018Q1,平均數,83.0,11450.18072,11715.19277,18791.79518,64.03,67.17,62.342,1.9178,159.6388,94.33306,70_75,70~75歲,2018-01-01,83.0,33123.0,0.0025058116716480997,11715.19277,98868.27514,0.11849294177946351,70,72.5,75,5810.0,6017.5,6225.0,"rgb(208, 210, 217)"
2018Q2,平均數,99.0,15784.80808,16731.54545,27319.48485,61.97788,64.87,61.244,1.84786,195.98051,103.05902,70_75,70~75歲,2018-04-01,99.0,34062.0,0.0029064646820503785,16731.54545,119683.59582,0.13979815141219243,70,72.5,75,6930.0,7177.5,7425.0,"rgb(208, 210, 217)"
2018Q3,平均數,97.0,10274.85567,10593.60825,16927.57732,61.33959,60.0,62.5819,1.86073,172.79268,98.33871,70_75,70~75歲,2018-07-01,97.0,34599.0,0.002803549235527038,10593.60825,98815.31523000001,0.10720613728087176,70,72.5,75,6790.0,7032.5,7275.0,"rgb(208, 210, 217)"
2018Q4,平均數,84.0,8755.63095,9215.71429,15245.52381,62.00214,67.01,60.4486,1.82476,167.01143,97.71295,70_75,70~75歲,2018-10-01,84.0,35427.0,0.0023710729104919974,9215.71429,98406.33862,0.09364960041432746,70,72.5,75,5880.0,6090.0,6300.0,"rgb(208, 210, 217)"
2019Q1,平均數,97.0,12022.93814,12401.07216,18979.52577,64.28299,68.49,65.3392,1.83866,179.12825,99.72704,70_75,70~75歲,2019-01-01,97.0,32343.0,0.0029991033608508795,12401.07216,100062.88682,0.12393278421307094,70,72.5,75,6790.0,7032.5,7275.0,"rgb(208, 210, 217)"
2019Q2,平均數,92.0,8581.1087,9052.51087,15551.27174,57.71217,58.675,58.2107,1.8813,175.5463,97.22935,70_75,70~75歲,2019-04-01,92.0,38686.0,0.0023781212841854932,9052.51087,98957.92284,0.0914783840464855,70,72.5,75,6440.0,6670.0,6900.0,"rgb(208, 210, 217)"
2019Q3,平均數,110.0,10195.76364,10698.54545,17388.00909,62.939,64.12,61.5282,1.84486,159.35255,95.47397,70_75,70~75歲,2019-07-01,110.0,37896.0,0.0029026810217437195,10698.54545,103983.36187,0.10288708941123986,70,72.5,75,7700.0,7975.0,8250.0,"rgb(208, 210, 217)"
2019Q4,平均數,100.0,9072.69,9571.0,16494.21,61.3645,62.605,58.0264,1.8881,164.1746,98.83887,70_75,70~75歲,2019-10-01,100.0,41702.0,0.0023979665243873197,9571.0,110004.04673,0.0870058900968579,70,72.5,75,7000.0,7250.0,7500.0,"rgb(208, 210, 217)"
2020Q1,平均數,122.0,8914.31967,9757.35246,15462.64754,62.44246,64.17,63.1027,1.86811,150.33475,98.28345,70_75,70~75歲,2020-01-01,122.0,37671.0,0.0032385654747683896,9757.35246,109854.39067000001,0.08882077812721073,70,72.5,75,8540.0,8845.0,9150.0,"rgb(208, 210, 217)"
2020Q2,平均數,141.0,9935.70213,10412.96454,16533.43972,61.70518,64.56,62.9812,1.62348,167.05901,95.96262,70_75,70~75歲,2020-04-01,141.0,40002.0,0.0035248237588120595,10412.96454,106661.20556,0.09762654083393431,70,72.5,75,9870.0,10222.5,10575.0,"rgb(208, 210, 217)"
2020Q3,平均數,111.0,10102.74775,10635.25225,17149.64865,61.29495,61.9,62.0144,1.56423,174.33018,95.6166,70_75,70~75歲,2020-07-01,111.0,47262.0,0.0023486098768566712,10635.25225,115402.99893,0.09215750325908796,70,72.5,75,7770.0,8047.5,8325.0,"rgb(208, 210, 217)"
2020Q4,平均數,105.0,9623.89524,10470.4,16729.59048,63.39038,67.06,62.5861,1.58219,165.00495,94.45536,70_75,70~75歲,2020-10-01,105.0,49236.0,0.0021325859127467707,10470.4,111957.1148,0.09352152401126364,70,72.5,75,7350.0,7612.5,7875.0,"rgb(208, 210, 217)"
2021Q1,平均數,168.0,9423.14881,10619.82143,18239.625,60.86839,61.84,58.2239,1.62837,154.12274,95.13337,70_75,70~75歲,2021-01-01,168.0,42095.0,0.003990972799619907,10619.82143,109977.05627,0.09656397243373861,70,72.5,75,11760.0,12180.0,12600.0,"rgb(208, 210, 217)"
2021Q2,平均數,138.0,12513.91304,13810.64493,21410.02174,63.91754,66.78,64.5055,1.54065,179.99283,98.422,70_75,70~75歲,2021-04-01,138.0,48367.0,0.0028531850228461554,13810.64493,115360.63821,0.11971713354133325,70,72.5,75,9660.0,10005.0,10350.0,"rgb(208, 210, 217)"
2021Q3,平均數,109.0,10598.26606,10880.49541,17413.73394,62.26339,67.36,62.4822,1.60835,170.29725,97.01569,70_75,70~75歲,2021-07-01,109.0,41890.0,0.0026020529959417523,10880.49541,112573.13015,0.09665268608505509,70,72.5,75,7630.0,7902.5,8175.0,"rgb(208, 210, 217)"
2021Q4,平均數,130.0,11463.05385,12115.30769,19188.56923,63.28062,67.77,63.1381,1.54124,170.27846,96.67563,70_75,70~75歲,2021-10-01,130.0,52532.0,0.0024746820985304197,12115.30769,115161.46104000001,0.10520279597522549,70,72.5,75,9100.0,9425.0,9750.0,"rgb(208, 210, 217)"
2022Q1,平均數,158.0,12947.48734,13355.96835,21449.36076,62.42006,65.585,62.2674,1.56071,175.87816,95.35733,70_75,70~75歲,2022-01-01,158.0,47668.0,0.003314592598808425,13355.96835,119336.6474,0.11191841434285173,70,72.5,75,11060.0,11455.0,11850.0,"rgb(208, 210, 217)"
2022Q2,平均數,145.0,13490.27586,14321.22069,22446.58621,63.13386,66.79,63.8013,1.8009,179.02055,96.25467,70_75,70~75歲,2022-04-01,145.0,46596.0,0.0031118550948579277,14321.22069,121649.28679,0.11772548009033831,70,72.5,75,10150.0,10512.5,10875.0,"rgb(208, 210, 217)"
2022Q3,平均數,159.0,12138.67296,12510.41509,20985.03774,62.97736,67.57,59.6158,1.93874,179.50956,97.8943,70_75,70~75歲,2022-07-01,159.0,45011.0,0.0035324698407056053,12510.41509,114797.42741,0.10897818332913459,70,72.5,75,11130.0,11527.5,11925.0,"rgb(208, 210, 217)"
2022Q4,平均數,114.0,11021.07895,11630.26316,18087.96491,63.18947,69.135,64.2983,2.09404,164.9407,96.732,70_75,70~75歲,2022-10-01,114.0,43895.0,0.0025971067319740288,11630.26316,116127.6064,0.10015071799499348,70,72.5,75,7980.0,8265.0,8550.0,"rgb(208, 210, 217)"
2023Q1,平均數,151.0,12837.71523,13301.62914,20820.88742,66.60702,69.93,63.8859,2.12947,170.51907,97.1407,70_75,70~75歲,2023-01-01,151.0,39473.0,0.003825399640260431,13301.62914,122132.77815,0.1089112140203944,70,72.5,75,10570.0,10947.5,11325.0,"rgb(208, 210, 217)"
2009Q1,平均數,4664.0,4272.72341,4491.73563,6563.4955,70.52033,71.785,68.4351,1.91964,146.93192,93.96789,40_45,40~45歲,2009-01-01,4664.0,28816.0,0.16185452526374236,4491.73563,55740.85857,0.08058246222309669,40,42.5,45,186560.0,198220.0,209880.0,"rgb(208, 210, 211)"
2009Q2,平均數,6293.0,4925.85683,5091.66455,7333.45654,70.43543,73.33,69.4306,1.77595,156.63325,93.16161,40_45,40~45歲,2009-04-01,6293.0,40034.0,0.15719138732077734,5091.66455,57426.99555,0.088663258476875,40,42.5,45,251720.0,267452.5,283185.0,"rgb(208, 210, 211)"
2009Q3,平均數,6194.0,5198.43865,5388.16629,7618.83452,71.2936,74.59,70.7216,1.74693,155.53933,93.43057,40_45,40~45歲,2009-07-01,6194.0,42993.0,0.1440699648780034,5388.16629,63309.84756,0.08510787022340446,40,42.5,45,247760.0,263245.0,278730.0,"rgb(208, 210, 211)"
2009Q4,平均數,5929.0,5415.25586,5611.58998,7786.70906,72.68566,75.02,72.0662,1.84552,156.30774,93.61221,40_45,40~45歲,2009-10-01,5929.0,38975.0,0.15212315586914688,5611.58998,69193.52551,0.08109992862249807,40,42.5,45,237160.0,251982.5,266805.0,"rgb(208, 210, 211)"
2010Q1,平均數,5520.0,5580.71812,5779.44873,7959.81866,72.93962,75.665,72.6077,1.83397,158.57553,93.68532,40_45,40~45歲,2010-01-01,5520.0,34565.0,0.15969911760451325,5779.44873,71195.47439,0.0811771925044125,40,42.5,45,220800.0,234600.0,248400.0,"rgb(208, 210, 211)"
2010Q2,平均數,6305.0,5727.21761,6021.85361,8432.4636,71.7603,74.7,71.4127,1.8168,161.84999,93.181,40_45,40~45歲,2010-04-01,6305.0,40567.0,0.1554218946434294,6021.85361,73913.46928,0.08147166773065316,40,42.5,45,252200.0,267962.5,283725.0,"rgb(208, 210, 211)"
2010Q3,平均數,5750.0,5512.51478,5760.65583,8245.46191,70.8209,73.495,69.8645,1.88461,159.80446,93.56646,40_45,40~45歲,2010-07-01,5750.0,38709.0,0.14854426619132502,5760.65583,75558.70212,0.0762407991186919,40,42.5,45,230000.0,244375.0,258750.0,"rgb(208, 210, 211)"
2010Q4,平均數,6702.0,5788.94808,6023.05088,8555.95912,71.04492,74.29,70.3959,1.92307,159.37392,93.20177,40_45,40~45歲,2010-10-01,6702.0,44185.0,0.15168043453660746,6023.05088,80276.97611,0.07502837266499524,40,42.5,45,268080.0,284835.0,301590.0,"rgb(208, 210, 211)"
2011Q1,平均數,6473.0,6274.16901,6550.79623,9313.67913,70.80535,74.29,70.3352,1.94077,161.23903,93.52331,40_45,40~45歲,2011-01-01,6473.0,41225.0,0.15701637355973316,6550.79623,83014.20184,0.07891175346871226,40,42.5,45,258920.0,275102.5,291285.0,"rgb(208, 210, 211)"
2011Q2,平均數,6245.0,6113.1281,6387.94524,9291.88311,69.60906,72.92,68.7475,1.96416,163.60092,94.39905,40_45,40~45歲,2011-04-01,6245.0,41783.0,0.14946270014120575,6387.94524,83379.73135,0.07661268675939431,40,42.5,45,249800.0,265412.5,281025.0,"rgb(208, 210, 211)"
2011Q3,平均數,6014.0,5957.76987,6326.78816,9190.86249,69.7314,72.495,68.8378,2.04772,158.07119,94.29425,40_45,40~45歲,2011-07-01,6014.0,41320.0,0.14554695062923523,6326.78816,78362.84364,0.08073709255709699,40,42.5,45,240560.0,255595.0,270630.0,"rgb(208, 210, 211)"
2011Q4,平均數,5776.0,5888.09436,6163.48805,9041.07046,69.11364,72.195,68.1721,2.07169,156.091,94.27869,40_45,40~45歲,2011-10-01,5776.0,37031.0,0.15597742432016418,6163.48805,81015.8085,0.07607759725066497,40,42.5,45,231040.0,245480.0,259920.0,"rgb(208, 210, 211)"
2012Q1,平均數,4905.0,5855.74495,6156.32151,9030.69562,69.1371,72.26,68.171,2.06416,159.02331,94.3804,40_45,40~45歲,2012-01-01,4905.0,32063.0,0.15298007048623025,6156.32151,73420.03717,0.08385069999005014,40,42.5,45,196200.0,208462.5,220725.0,"rgb(208, 210, 211)"
2012Q2,平均數,6594.0,6423.57507,6695.54883,9667.78647,69.8619,73.53,69.2562,2.03641,159.42525,94.57653,40_45,40~45歲,2012-04-01,6594.0,42237.0,0.15611904254563536,6695.54883,91849.98095,0.07289657287620809,40,42.5,45,263760.0,280245.0,296730.0,"rgb(208, 210, 211)"
2012Q3,平均數,5831.0,6615.64054,6836.01132,9994.68307,69.54698,72.7,68.3964,2.0323,162.34456,95.74542,40_45,40~45歲,2012-07-01,5831.0,39623.0,0.14716200186760214,6836.01132,86593.39309,0.07894379785874724,40,42.5,45,233240.0,247817.5,262395.0,"rgb(208, 210, 211)"
2012Q4,平均數,6134.0,6630.56244,6877.25351,10064.77747,69.51337,72.49,68.3299,2.07914,164.62824,95.85552,40_45,40~45歲,2012-10-01,6134.0,41826.0,0.14665519055133172,6877.25351,94771.26042,0.07256686762972145,40,42.5,45,245360.0,260695.0,276030.0,"rgb(208, 210, 211)"
2013Q1,平均數,6184.0,6395.38422,6620.65087,9695.34961,68.9969,72.01,68.2868,2.08244,158.99887,95.87526,40_45,40~45歲,2013-01-01,6184.0,41191.0,0.15012988274137554,6620.65087,98314.87018,0.0673412969765262,40,42.5,45,247360.0,262820.0,278280.0,"rgb(208, 210, 211)"
2013Q2,平均數,7320.0,6921.13934,7147.50301,10362.91161,69.88772,73.27,68.9719,2.06767,161.60126,95.96511,40_45,40~45歲,2013-04-01,7320.0,48581.0,0.15067619028015067,7147.50301,94539.83021,0.07560308701764486,40,42.5,45,292800.0,311100.0,329400.0,"rgb(208, 210, 211)"
2013Q3,平均數,7045.0,6900.4423,7136.68559,10437.20937,69.24403,72.41,68.3773,2.08355,161.04435,95.87677,40_45,40~45歲,2013-07-01,7045.0,46463.0,0.15162602500914707,7136.68559,99618.64072,0.07164006192434624,40,42.5,45,281800.0,299412.5,317025.0,"rgb(208, 210, 211)"
2013Q4,平均數,6720.0,7121.54807,7325.35625,10739.77009,69.08684,72.255,68.2077,2.0866,160.94902,96.19878,40_45,40~45歲,2013-10-01,6720.0,45018.0,0.14927362388377982,7325.35625,93227.94774999999,0.07857468094914703,40,42.5,45,268800.0,285600.0,302400.0,"rgb(208, 210, 211)"
2014Q1,平均數,5900.0,7134.56441,7355.41627,10807.12339,68.83827,71.455,68.0608,2.0888,165.49964,96.59577,40_45,40~45歲,2014-01-01,5900.0,38671.0,0.15256910863437717,7355.41627,99646.8981,0.07381480417602683,40,42.5,45,236000.0,250750.0,265500.0,"rgb(208, 210, 211)"
2014Q2,平均數,7107.0,7273.7926,7510.21936,10966.41269,69.25162,72.24,68.4838,2.07159,161.967,96.54257,40_45,40~45歲,2014-04-01,7107.0,45094.0,0.1576041158468976,7510.21936,101593.88944,0.07392392791926168,40,42.5,45,284280.0,302047.5,319815.0,"rgb(208, 210, 211)"
2014Q3,平均數,6130.0,7241.53931,7475.50114,11034.0522,68.37357,70.435,67.7493,2.09494,159.37919,97.06443,40_45,40~45歲,2014-07-01,6130.0,40321.0,0.1520299595744153,7475.50114,100864.80354,0.07411407029643832,40,42.5,45,245200.0,260525.0,275850.0,"rgb(208, 210, 211)"
2014Q4,平均數,6309.0,7101.88429,7298.37946,10791.97559,68.52868,70.67,67.6278,2.09292,156.36829,96.72524,40_45,40~45歲,2014-10-01,6309.0,41774.0,0.15102695456504045,7298.37946,95832.85805000001,0.07615738076174385,40,42.5,45,252360.0,268132.5,283905.0,"rgb(208, 210, 211)"
2015Q1,平均數,5333.0,7062.28333,7313.05513,10839.83311,68.14434,70.18,67.4646,2.10415,159.08564,97.34274,40_45,40~45歲,2015-01-01,5333.0,33864.0,0.15748287266713915,7313.05513,98665.37968,0.07411976879548152,40,42.5,45,213320.0,226652.5,239985.0,"rgb(208, 210, 211)"
2015Q2,平均數,5514.0,7019.03627,7204.57073,10532.69242,69.18341,71.755,68.4019,2.121,160.17176,96.92326,40_45,40~45歲,2015-04-01,5514.0,35852.0,0.1537989512440031,7204.57073,94445.79372,0.07628260027502261,40,42.5,45,220560.0,234345.0,248130.0,"rgb(208, 210, 211)"
2015Q3,平均數,5166.0,7133.12253,7340.55788,10807.22629,68.70277,71.32,67.9226,2.13617,161.85213,96.83523,40_45,40~45歲,2015-07-01,5166.0,33011.0,0.15649329011541607,7340.55788,96141.39017,0.07635169272069202,40,42.5,45,206640.0,219555.0,232470.0,"rgb(208, 210, 211)"
2015Q4,平均數,6043.0,7468.21893,7671.39037,11175.85967,69.27366,71.59,68.6425,2.08023,163.1231,96.75777,40_45,40~45歲,2015-10-01,6043.0,38086.0,0.15866722680249962,7671.39037,105528.38643,0.07269504092236502,40,42.5,45,241720.0,256827.5,271935.0,"rgb(208, 210, 211)"
2016Q1,平均數,4216.0,6840.58776,7098.68121,10452.43928,68.6678,71.035,67.9141,2.03013,162.28069,96.86876,40_45,40~45歲,2016-01-01,4216.0,25621.0,0.16455251551461691,7098.68121,99531.99885999999,0.07132059328965033,40,42.5,45,168640.0,179180.0,189720.0,"rgb(208, 210, 211)"
2016Q2,平均數,5701.0,7167.21821,7379.59218,10700.83933,69.88082,73.6,68.9627,1.91718,162.48592,97.56622,40_45,40~45歲,2016-04-01,5701.0,34763.0,0.16399620285936198,7379.59218,98440.08973,0.07496531342302343,40,42.5,45,228040.0,242292.5,256545.0,"rgb(208, 210, 211)"
